"","plot","date","year","genus","species","nInd","nFlower","tag_list","field.est.abundance","url","sp.code"
"187","MTS2",2022-04-18,"2022","Chaenactis","glabriuscula",NA,NA,"2, MTS2","","https://www.inaturalist.org/observations/111989124","Chaenactis.glabriuscula"
"188","MTS2",2022-04-18,"2022","Mirabilis","laevis",NA,NA,"1, MTS2","","https://www.inaturalist.org/observations/111989180","Mirabilis.laevis"
"189","MTS2",2022-04-18,"2022","Salvia",NA,NA,NA,"4, MTS2","","https://www.inaturalist.org/observations/111989225","Salvia"
"190","MTS2",2022-04-18,"2022","Adenostoma","fasciculatum",NA,NA,"3, MTS2","","https://www.inaturalist.org/observations/111989292","Adenostoma.fasciculatum"
"191","MTS2",2022-04-18,"2022","Carpobrotus",NA,NA,NA,"MTS2","","https://www.inaturalist.org/observations/111989327","Carpobrotus"
"192","MTS2",2022-04-18,"2022","Yucca","schidigera",NA,NA,"2, MTS2","","https://www.inaturalist.org/observations/111989352","Yucca.schidigera"
"193","MTE3",2022-04-07,"2022","Salvia","mellifera",NA,NA,"MTE3","","https://www.inaturalist.org/observations/112014968","Salvia.mellifera"
"194","MTE3",2022-04-07,"2022","Acmispon","glaber",NA,NA,"MTE3","","https://www.inaturalist.org/observations/112014969","Acmispon.glaber"
"195","MTE3",2022-04-07,"2022","Cleomella","arborea",NA,NA,"MTE3","","https://www.inaturalist.org/observations/112014971","Cleomella.arborea"
"196","MTE3",2022-04-07,"2022","Eriogonum","fasciculatum",NA,NA,"MTE3","","https://www.inaturalist.org/observations/112014972","Eriogonum.fasciculatum"
"197","MTE3",2022-04-07,"2022","Dipterostemon","capitatus",NA,NA,"MTE3","","https://www.inaturalist.org/observations/112014973","Dipterostemon.capitatus"
"198","MTE3",2022-04-07,"2022","Bahiopsis","laciniata",NA,NA,"MTE3","","https://www.inaturalist.org/observations/112014974","Bahiopsis.laciniata"
"199","MTE3",2022-04-07,"2022","Gazania","linearis",NA,NA,"MTE3","","https://www.inaturalist.org/observations/112014975","Gazania.linearis"
"200","MTE3",2022-04-07,"2022","Cryptantha","intermedia",NA,NA,"MTE3","","https://www.inaturalist.org/observations/112014976","Cryptantha.intermedia"
"201","MTE3",2022-04-07,"2022","Encelia","californica",NA,NA,"MTE3","","https://www.inaturalist.org/observations/112014977","Encelia.californica"
"202","MTE3",2022-04-07,"2022","",NA,NA,NA,"MTE3","","https://www.inaturalist.org/observations/112014978",""
"203","MTE3",2022-04-07,"2022","Cylindropuntia","prolifera",NA,NA,"MTE3","","https://www.inaturalist.org/observations/112014979","Cylindropuntia.prolifera"
"204","MTE3",2022-04-07,"2022","Cleomella","arborea",NA,NA,"MTE3","","https://www.inaturalist.org/observations/112014980","Cleomella.arborea"
"205","MTE3",2022-04-07,"2022","Erodium","cicutarium",NA,NA,"MTE3","","https://www.inaturalist.org/observations/112014982","Erodium.cicutarium"
"206","MTE3",2022-04-07,"2022","Encelia","californica",NA,NA,"MTE3","","https://www.inaturalist.org/observations/112014983","Encelia.californica"
"207","MTE3",2022-04-07,"2022","Centaurea","melitensis",NA,NA,"MTE3","","https://www.inaturalist.org/observations/112014984","Centaurea.melitensis"
"208","MTE3",2022-04-07,"2022","Mirabilis","laevis",NA,NA,"MTE3","","https://www.inaturalist.org/observations/112014985","Mirabilis.laevis"
"209","ECR5",2022-04-20,"2022","Salvia","mellifera",NA,NA,"","","https://www.inaturalist.org/observations/112170176","Salvia.mellifera"
"210","ECR5",2022-04-20,"2022","Eriodictyon","crassifolium",NA,NA,"","","https://www.inaturalist.org/observations/112170830","Eriodictyon.crassifolium"
"211","ECR5",2022-04-20,"2022","Adenostoma","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/112171246","Adenostoma.fasciculatum"
"212","ECR5",2022-04-20,"2022","Crocanthemum","scoparium",NA,NA,"","","https://www.inaturalist.org/observations/112175334","Crocanthemum.scoparium"
"213","ECR5",2022-04-20,"2022","Hypochaeris","glabra",NA,NA,"1, ECR4","","https://www.inaturalist.org/observations/112177807","Hypochaeris.glabra"
"214","ECR4",2022-04-20,"2022","Dipterostemon","capitatus",NA,NA,"","","https://www.inaturalist.org/observations/112178435","Dipterostemon.capitatus"
"215","ECR4",2022-04-20,"2022","Eriophyllum","confertiflorum",NA,NA,"","","https://www.inaturalist.org/observations/112181940","Eriophyllum.confertiflorum"
"216","ECR4",2022-04-20,"2022","Deinandra","fasciculata",NA,NA,"2, ECR4","","https://www.inaturalist.org/observations/112187462","Deinandra.fasciculata"
"217","ECR5",2022-04-20,"2022","Xylococcus","bicolor",NA,NA,"ECR5","","https://www.inaturalist.org/observations/112229015","Xylococcus.bicolor"
"218","ECR5",2022-04-20,"2022","Crocanthemum",NA,NA,NA,"2, ECR5","","https://www.inaturalist.org/observations/112229054","Crocanthemum"
"219","ECR4",2022-04-20,"2022","Stephanomeria",NA,NA,NA,"1, ECR4","","https://www.inaturalist.org/observations/112229482","Stephanomeria"
"220","ECR4",2022-04-20,"2022","Acmispon","glaber",NA,NA,"ECR4, 2","","https://www.inaturalist.org/observations/112229511","Acmispon.glaber"
"221","SWI4",2022-04-20,"2022","Eriogonum","fasciculatum",NA,NA,"4, SWI4","","https://www.inaturalist.org/observations/112229560","Eriogonum.fasciculatum"
"222","SWI4",2022-04-20,"2022","Phacelia","cicutaria",NA,NA,"3, SWI4","","https://www.inaturalist.org/observations/112229580","Phacelia.cicutaria"
"223","SWI4",2022-04-20,"2022","Centaurea","melitensis",NA,NA,"1, SWI4","","https://www.inaturalist.org/observations/112229618","Centaurea.melitensis"
"224","SWI4",2022-04-20,"2022","Hirschfeldia","incana",NA,NA,"3, SWI4","","https://www.inaturalist.org/observations/112229657","Hirschfeldia.incana"
"225","SWI4",2022-04-20,"2022","Bahiopsis","laciniata",NA,NA,"3, SWI4","","https://www.inaturalist.org/observations/112229693","Bahiopsis.laciniata"
"226","SWI4",2022-04-20,"2022","Dipterostemon",NA,NA,NA,"1, SWI4","","https://www.inaturalist.org/observations/112229743","Dipterostemon"
"227","SWI4",2022-04-20,"2022","Diplacus",NA,NA,NA,"2, SWI4","","https://www.inaturalist.org/observations/112229778","Diplacus"
"228","SWI4",2022-04-20,"2022","Sairocarpus","nuttallianus",NA,NA,"1, SWI4","","https://www.inaturalist.org/observations/112229803","Sairocarpus.nuttallianus"
"229","SWI4",2022-04-20,"2022","Mirabilis",NA,NA,NA,"1, SW14","","https://www.inaturalist.org/observations/112229854","Mirabilis"
"230","SWI4",2022-04-20,"2022","Eriogonum","fasciculatum",NA,NA,"4, SWI4","","https://www.inaturalist.org/observations/112229884","Eriogonum.fasciculatum"
"231","SWS10",2022-04-11,"2022","Calystegia","macrostegia",NA,NA,"1, SWS10","","https://www.inaturalist.org/observations/112236958","Calystegia.macrostegia"
"232","SWEA",2022-04-21,"2022","Dipterostemon","capitatus",NA,NA,"1, SWEA","","https://www.inaturalist.org/observations/112344569","Dipterostemon.capitatus"
"233","SWEA",2022-04-21,"2022","Euphorbia","polycarpa",NA,NA,"1, SWEA","","https://www.inaturalist.org/observations/112344610","Euphorbia.polycarpa"
"234",NA,2022-04-21,"2022","Ferocactus","viridescens",NA,NA,"1, SWS1A","","https://www.inaturalist.org/observations/112344630","Ferocactus.viridescens"
"235","MTE4",2022-04-07,"2022","Bahiopsis","laciniata",NA,NA,"MTE4","","https://www.inaturalist.org/observations/112354670","Bahiopsis.laciniata"
"236","MTE4",2022-04-07,"2022","Erodium","botrys",NA,NA,"MTE4","","https://www.inaturalist.org/observations/112354672","Erodium.botrys"
"237","MTE4",2022-04-07,"2022","Salvia","mellifera",NA,NA,"MTE4","","https://www.inaturalist.org/observations/112354673","Salvia.mellifera"
"238","MTE4",2022-04-07,"2022","Melilotus","indicus",NA,NA,"MTE4","","https://www.inaturalist.org/observations/112354674","Melilotus.indicus"
"239","MTE4",2022-04-07,"2022","Bahiopsis","laciniata",NA,NA,"","","https://www.inaturalist.org/observations/112354675","Bahiopsis.laciniata"
"240","MTE4",2022-04-07,"2022","Yucca","schidigera",NA,NA,"MTE4","","https://www.inaturalist.org/observations/112354676","Yucca.schidigera"
"241","MTE4",2022-04-07,"2022","Acmispon","glaber",NA,NA,"MTE4","","https://www.inaturalist.org/observations/112354677","Acmispon.glaber"
"242","MTE4",2022-04-07,"2022","Erodium","botrys",NA,NA,"MTE4","","https://www.inaturalist.org/observations/112354678","Erodium.botrys"
"243","MTE4",2022-04-07,"2022","Eriophyllum",NA,NA,NA,"MTE4","","https://www.inaturalist.org/observations/112354679","Eriophyllum"
"244","MTE4",2022-04-07,"2022","Pseudognaphalium","biolettii",NA,NA,"MTE4","","https://www.inaturalist.org/observations/112354680","Pseudognaphalium.biolettii"
"245","MTE4",2022-04-07,"2022","Eriophyllum","confertiflorum",NA,NA,"MTE4","","https://www.inaturalist.org/observations/112354682","Eriophyllum.confertiflorum"
"246","MTI2",2022-04-07,"2022","Eschscholzia","californica",NA,NA,"MTE2","","https://www.inaturalist.org/observations/112354683","Eschscholzia.californica"
"247","MTI2",2022-04-07,"2022","Eriogonum","fasciculatum",NA,NA,"MTE2","","https://www.inaturalist.org/observations/112354684","Eriogonum.fasciculatum"
"248","MTI2",2022-04-07,"2022","Cryptantha",NA,NA,NA,"MTE2","","https://www.inaturalist.org/observations/112354685","Cryptantha"
"249","MTI2",2022-04-07,"2022","Dipterostemon","capitatus",NA,NA,"MTE2","","https://www.inaturalist.org/observations/112354686","Dipterostemon.capitatus"
"250","MTI2",2022-04-07,"2022","Castilleja","exserta",NA,NA,"MTE2","","https://www.inaturalist.org/observations/112354687","Castilleja.exserta"
"251","MTI2",2022-04-07,"2022","Eschscholzia","californica",NA,NA,"MTE2","","https://www.inaturalist.org/observations/112354689","Eschscholzia.californica"
"252","ECR4",2022-04-05,"2022","Cryptantha",NA,NA,NA,"ECR4","","https://www.inaturalist.org/observations/112354968","Cryptantha"
"253","ECR4",2022-04-05,"2022","Salvia","mellifera",NA,NA,"ECR4","","https://www.inaturalist.org/observations/112355015","Salvia.mellifera"
"254","ECR4",2022-04-05,"2022","Dipterostemon","capitatus",NA,NA,"ECR4","","https://www.inaturalist.org/observations/112355055","Dipterostemon.capitatus"
"255","ECR4",2022-04-05,"2022","Eriogonum","fasciculatum",NA,NA,"ECR4","","https://www.inaturalist.org/observations/112355113","Eriogonum.fasciculatum"
"256","ECR4",2022-04-05,"2022","Lepidium",NA,NA,NA,"ECR4","","https://www.inaturalist.org/observations/112355140","Lepidium"
"257","ECR4",2022-04-05,"2022","Daucus","pusillus",NA,NA,"ECR4","","https://www.inaturalist.org/observations/112355319","Daucus.pusillus"
"258","ECR4",2022-04-05,"2022","Diplacus","puniceus",NA,NA,"ECR4","","https://www.inaturalist.org/observations/112355455","Diplacus.puniceus"
"259","ECR4",2022-04-05,"2022","Acmispon","glaber",NA,NA,"ECR4","","https://www.inaturalist.org/observations/112355566","Acmispon.glaber"
"260","ECR4",2022-04-05,"2022","Uropappus","lindleyi",NA,NA,"ECR4","","https://www.inaturalist.org/observations/112355603","Uropappus.lindleyi"
"261","ECR4",2022-04-05,"2022","Adenostoma","fasciculatum",NA,NA,"ECR4","","https://www.inaturalist.org/observations/112355675","Adenostoma.fasciculatum"
"262","SWI4",2022-04-21,"2022","Diplacus","puniceus",NA,NA,"SWI4","","https://www.inaturalist.org/observations/112355690","Diplacus.puniceus"
"263","SWI4",2022-04-21,"2022","Sairocarpus","nuttallianus",NA,NA,"2, SWI4","","https://www.inaturalist.org/observations/112355691","Sairocarpus.nuttallianus"
"264","SWI4",2022-04-21,"2022","Mirabilis","laevis",NA,NA,"SWI4","","https://www.inaturalist.org/observations/112355692","Mirabilis.laevis"
"265","SWI4",2022-04-21,"2022","Bahiopsis","laciniata",NA,NA,"2, SWI4","","https://www.inaturalist.org/observations/112355693","Bahiopsis.laciniata"
"266","SWEA",2022-04-21,"2022","Hirschfeldia","incana",NA,NA,"4, SWEA","","https://www.inaturalist.org/observations/112355694","Hirschfeldia.incana"
"267","SWEA",2022-04-21,"2022","Eriogonum","fasciculatum",NA,NA,"4, SWEA","","https://www.inaturalist.org/observations/112355700","Eriogonum.fasciculatum"
"268","SWEA",2022-04-21,"2022","Centaurea","melitensis",NA,NA,"4, SWEA","","https://www.inaturalist.org/observations/112355701","Centaurea.melitensis"
"269","SWEA",2022-04-21,"2022","Phacelia","cicutaria",NA,NA,"2, SWEA","","https://www.inaturalist.org/observations/112355702","Phacelia.cicutaria"
"270","SWEA",2022-04-21,"2022","Bahiopsis","laciniata",NA,NA,"2, SWEA","","https://www.inaturalist.org/observations/112355706","Bahiopsis.laciniata"
"271","SWEA",2022-04-21,"2022","Erodium","moschatum",NA,NA,"2, SWEA","","https://www.inaturalist.org/observations/112355707","Erodium.moschatum"
"272","SWEA",2022-04-21,"2022","Dipterostemon","capitatus",NA,NA,"SWEA","","https://www.inaturalist.org/observations/112355711","Dipterostemon.capitatus"
"273","SWEA",2022-04-21,"2022","Sonchus",NA,NA,NA,"1, SWEA","","https://www.inaturalist.org/observations/112355715","Sonchus"
"274","SWS1A",2022-04-21,"2022","Eriogonum","fasciculatum",NA,NA,"4, SWS1A","","https://www.inaturalist.org/observations/112355718","Eriogonum.fasciculatum"
"275","SWEA",2022-04-21,"2022","Lysimachia","arvensis",NA,NA,"1, SWEA","","https://www.inaturalist.org/observations/112355719","Lysimachia.arvensis"
"276","SWS1A",2022-04-21,"2022","Bahiopsis","laciniata",NA,NA,"SWS1A","","https://www.inaturalist.org/observations/112355722","Bahiopsis.laciniata"
"277","SWS1A",2022-04-21,"2022","Opuntia",NA,NA,NA,"3, SWS1A","","https://www.inaturalist.org/observations/112355723","Opuntia"
"278","SWS1A",2022-04-21,"2022","Zeltnera","venusta",NA,NA,"1, SWS1A","","https://www.inaturalist.org/observations/112355725","Zeltnera.venusta"
"279","SWS1A",2022-04-21,"2022","Lysimachia","arvensis",NA,NA,"2, SWS1A","","https://www.inaturalist.org/observations/112355729","Lysimachia.arvensis"
"280","SWS1A",2022-04-21,"2022","Deinandra","fasciculata",NA,NA,"2, SWS1A","","https://www.inaturalist.org/observations/112355730","Deinandra.fasciculata"
"281","SWS1A",2022-04-21,"2022","Centaurea","melitensis",NA,NA,"2, SWS1A","","https://www.inaturalist.org/observations/112355731","Centaurea.melitensis"
"282","SWS1A",2022-04-21,"2022","Cryptantha",NA,NA,NA,"1, SWS1A","","https://www.inaturalist.org/observations/112355736","Cryptantha"
"283","SWS1A",2022-04-21,"2022","Erodium","cicutarium",NA,NA,"1, SWS1A","","https://www.inaturalist.org/observations/112355737","Erodium.cicutarium"
"284","ECR4",2022-04-05,"2022","Eriophyllum",NA,NA,NA,"ECR4","","https://www.inaturalist.org/observations/112355852","Eriophyllum"
"285","ECR4",2022-04-05,"2022","Salvia","columbariae",NA,NA,"ECR4","","https://www.inaturalist.org/observations/112356145","Salvia.columbariae"
"286","MTI2",2022-04-23,"2022","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/112612099","Eriogonum.fasciculatum"
"287","MTI2",2022-04-23,"2022","Osmadenia","tenella",NA,NA,"","","https://www.inaturalist.org/observations/112612166","Osmadenia.tenella"
"288","MTI2",2022-04-23,"2022","Bahiopsis","laciniata",NA,NA,"","","https://www.inaturalist.org/observations/112612215","Bahiopsis.laciniata"
"289","MTI2",2022-04-23,"2022","Salvia","mellifera",NA,NA,"","","https://www.inaturalist.org/observations/112612333","Salvia.mellifera"
"290","MTI2",2022-04-23,"2022","Chorizanthe","fimbriata",NA,NA,"","","https://www.inaturalist.org/observations/112612402","Chorizanthe.fimbriata"
"291","MTE3",2022-04-23,"2022","Cleomella","arborea",NA,NA,"","","https://www.inaturalist.org/observations/112612670","Cleomella.arborea"
"292","MTE3",2022-04-23,"2022","Centaurea","melitensis",NA,NA,"","","https://www.inaturalist.org/observations/112612729","Centaurea.melitensis"
"293","SWS1A",2022-04-21,"2022","Navarretia","hamata",NA,NA,"1, SWS1A","","https://www.inaturalist.org/observations/112768363","Navarretia.hamata"
"294","MTE4",2022-04-27,"2022","Eriophyllum","confertiflorum",NA,NA,"MTE4, 3","","https://www.inaturalist.org/observations/113188947","Eriophyllum.confertiflorum"
"295",NA,2022-04-27,"2022","Salvia","apiana",NA,NA,"2, MTE4","","https://www.inaturalist.org/observations/113188951","Salvia.apiana"
"296","MTE4",2022-04-27,"2022","Deinandra","fasciculata",NA,NA,"MTE4, 3","","https://www.inaturalist.org/observations/113188965","Deinandra.fasciculata"
"297","SWS3",2022-04-28,"2022","Cleomella","arborea",NA,NA,"1, SWS3","","https://www.inaturalist.org/observations/113258797","Cleomella.arborea"
"298","SWS3",2022-04-28,"2022","Cryptantha",NA,NA,NA,"1, SWS3","","https://www.inaturalist.org/observations/113321498","Cryptantha"
"299","SWS3",2022-04-28,"2022","Camissoniopsis",NA,NA,NA,"1, SWS3","","https://www.inaturalist.org/observations/113321731","Camissoniopsis"
"300","MTS7",2022-04-28,"2022","Cylindropuntia","prolifera",NA,NA,"2, MTS7","","https://www.inaturalist.org/observations/113321882","Cylindropuntia.prolifera"
"301","MTS7",2022-04-28,"2022","Solanum","parishii",NA,NA,"1, MTS7","","https://www.inaturalist.org/observations/113321893","Solanum.parishii"
"302","MTS7",2022-04-28,"2022","Datura","wrightii",NA,NA,"1, MTS7","","https://www.inaturalist.org/observations/113321978","Datura.wrightii"
"303","MTS1A",2022-04-27,"2022","Diplacus",NA,NA,NA,"4, MTS1A","","https://www.inaturalist.org/observations/113321992","Diplacus"
"304","MTS1A",2022-04-27,"2022","Eriophyllum","confertiflorum",NA,NA,"2, MTS1A","","https://www.inaturalist.org/observations/113322061","Eriophyllum.confertiflorum"
"305","MTS1A",2022-04-27,"2022","Eriogonum","fasciculatum",NA,NA,"4, MTS1A","","https://www.inaturalist.org/observations/113322840","Eriogonum.fasciculatum"
"306","MTS1A",2022-04-27,"2022","Sairocarpus","nuttallianus",NA,NA,"2, MTS1A","","https://www.inaturalist.org/observations/113322917","Sairocarpus.nuttallianus"
"307","MTS1A",2022-04-27,"2022","Diplacus",NA,NA,NA,"4, MTS1A","","https://www.inaturalist.org/observations/113322949","Diplacus"
"308","MTS1A",2022-04-27,"2022","Centaurea","melitensis",NA,NA,"2, MTS1A","","https://www.inaturalist.org/observations/113322991","Centaurea.melitensis"
"309","MTS1A",2022-04-27,"2022","Bahiopsis","laciniata",NA,NA,"3, MTS1A","","https://www.inaturalist.org/observations/113323016","Bahiopsis.laciniata"
"310","MTS1A",2022-04-27,"2022","Hirschfeldia","incana",NA,NA,"3, mts1a","","https://www.inaturalist.org/observations/113323090","Hirschfeldia.incana"
"311","MTS1A",2022-04-27,"2022","Eriogonum","fasciculatum",NA,NA,"4, mts1a","","https://www.inaturalist.org/observations/113323452","Eriogonum.fasciculatum"
"312","MTS1A",2022-04-27,"2022","Diplacus",NA,NA,NA,"4, MTS1A","","https://www.inaturalist.org/observations/113323499","Diplacus"
